id,Name,Age,Height,Weight,Crime,Banana consumption
954,Gerry Atkirk,24,161.8,40.200000000000001,1029,73.7600000000000005
955,Rosalia Ottery,25,163.5,51.6,901,82.7
956,Katya Curwood,26,157.6,43.5,1273,82.37
957,Hunt Sedgemond,44,178.8,40.3,1132,105.71
958,Terri Alvaro,30,164.2,42.8,610,73.04
959,Rose Roblett,28,167.3,44.7,1205,75.91
960,Teresa Buxy,48,177.4,30.9,1055,100.73
961,Quintana Tipperton,37,168.3,44.6,929,95.56
962,Lanette Kolis,33,166.9,39.4,1150,90.68
963,Elie Stockell,20,156.6,48.5,1075,85.27
964,Misti Dungee,31,173.4,47.200000000000001,1156,91.6800000000000005
965,Giacomo Iacavone,32,163.7,39.1,1379,80.69
966,Winna Frangleton,38,161.0,33.0,679,86.3
967,Rosanna Fronzek,44,162.7,39.4,995,95.34
968,Tab Biggins,48,181.6,31.9,1242,92.27
969,Tonya Bristow,30,170.9,38.3,1280,88.83
970,Bartolomeo Earle,45,169.2,26.5,1471,82.89
971,Marylin MacDermot,32,169.8,36.2,956,78.16
972,Bendick Brewins,51,186.0,32.3,1188,114.15
973,Bartolomeo Lepard,31,158.5,41.200000000000001,888,93.3000000000000005
974,Margaret Enrique,33,167.1,49.7,711,92.07
975,Martie Windle,17,160.0,50.1,1067,76.45
976,Stinky Turtle,43,181.4,45.3,893,115.13
977,Caddric Piner,28,166.4,42.2,1127,81.48
978,Caterina Piddington,16,163.1,51.2,1058,86.62
979,Nobe Monan,50,174.3,35.5,1125,106.01
980,Lin Werndley,21,163.8,45.1,745,79.91
981,Chicky Avraam,28,159.6,37.9,855,78.67
982,Malva Stark,34,173.9,41.1,799,83.93
983,Tim McFaul,28,156.6,54.9,1207,85.27
984,Daphene Kemmons,30,166.3,49.2,812,79.96
985,William Yeend,21,156.1,26.8,1068,60.92
986,Adriaens Burree,23,158.4,45.400000000000001,1318,72.3800000000000005
987,Ruperto Rigate,21,162.6,37.0,1046,72.92
988,Alexis Gillino,26,169.3,36.3,1094,85.21
989,Trev Goodge,29,166.5,41.600000000000001,1067,81.5000000000000005
990,Elisha Rosencwaig,32,169.2,28.6,568,81.74
991,Jandy O' Mulderrig,33,173.8,38.2,939,81.86
992,Rutherford Heakey,35,174.6,36.9,984,89.67
993,Ernie Skittrell,31,165.6,43.800000000000001,1064,89.8200000000000005
994,Elia Aucutt,16,157.2,54.5,876,68.49
995,Korry Hollingby,35,173.0,45.1,1410,99.15
996,Herve McPhilip,29,159.4,37.100000000000001,1088,75.2300000000000005
997,Helen Rustadge,32,172.0,42.6,1133,81.8
998,Doy Clawley,23,172.2,48.900000000000001,1069,86.5900000000000005
999,Nollie Sutherby,36,167.4,44.8,1174,105.38
1000,Raychel Georger,26,153.4,40.9,870,57.43
